rn,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
1414,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1313,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1212,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1111,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1010,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
909,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
808,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
707,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
606,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
505,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
404,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
303,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
202,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
